"","id","county","chci09","chci10","chci11","chci12","chci13","chci14","chci15","chci16","chci17","pop09","pop10","pop11","pop12","pop13","pop14","pop15","pop16","pop17","chcig","chcigr","popg","popgr"
"1",1001,"Autauga County, Alabama",136.49,136.22,136.84,136.11,135.78,137.42,139.36,140.51,141.41,31469,33884,34581,35144,35696,36233,36319,36466,36757,4.92000000000002,0.03604659682028,5288,0.168038386984016
"2",1003,"Baldwin County, Alabama",142.02,141.53,141.96,142.54,143.09,143.75,144.69,145.35,146.35,118585,121560,124450,127271,130063,133267,137001,139946,143022,4.33000000000001,0.0304886635685116,24437,0.20607159421512
"3",1005,"Barbour County, Alabama",122.87,124.83,124.79,125.39,124.91,125.74,124.16,125.15,123.69,19791,18879,18924,18982,18988,18836,18808,18387,18434,0.819999999999993,0.00667372019207287,-1357,-0.0685665201354151
"4",1007,"Bibb County, Alabama",121.36,121.12,120.85,121.14,124.2,123.35,125.42,127.23,127.92,14489,15082,15291,15518,15340,15683,15629,15750,15859,6.56000000000002,0.0540540540540542,1370,0.0945544896128097
"5",1009,"Blount County, Alabama",122.88,123.93,122.48,124.65,125.55,126.06,127.15,127.76,127.93,38472,38085,38473,38703,38846,39052,39408,39472,39475,5.05000000000001,0.0410970052083334,1003,0.0260709087128301
"6",1011,"Bullock County, Alabama",117.59,122.57,123.55,120.99,121.06,121.59,121.9,121.6,126.67,7115,7301,7537,7575,7510,7283,7438,7333,7377,9.08,0.0772174504634748,262,0.0368236120871398
"7",1013,"Butler County, Alabama",124.26,123.19,124.25,124.84,126.35,127.08,127.87,130.12,130.06,13378,14039,14096,14081,14080,14041,13996,13949,13958,5.79999999999998,0.0466763238371156,580,0.0433547615488115
"8",1015,"Calhoun County, Alabama",130.6,129.24,128.69,129.13,129.16,130.9,131.98,133.09,133.7,75911,77722,78106,78303,78545,78667,78700,78661,78975,3.10000000000002,0.0237366003062789,3064,0.0403630567374952
"9",1017,"Chambers County, Alabama",121.79,122.43,123.03,123.55,124.61,125.99,125.96,126.91,127.8,23901,23737,23740,23621,23756,23821,23814,23854,23698,6.01000000000001,0.0493472370473767,-203,-0.00849336847830635
"10",1019,"Cherokee County, Alabama",121.25,122.8,123.08,125.71,126.31,127.62,127.72,129.56,127.27,17756,18554,18634,18503,18777,18806,18734,18694,18797,6.02000000000001,0.0496494845360826,1041,0.0586280693849966
"11",1021,"Chilton County, Alabama",123.65,124.54,123.92,124.49,124.71,126.16,126.61,128.25,129.22,28187,28554,28821,28945,29302,29393,29472,29735,29697,5.57000000000001,0.0450465022240195,1510,0.0535707950473623
"12",1023,"Choctaw County, Alabama",119.05,119.69,121.6,123.43,124.2,124.3,124.77,126.03,126.32,9757,9793,9713,9617,9603,9564,9534,9448,9449,7.26999999999998,0.0610667786644266,-308,-0.0315670800450958
"13",1025,"Clarke County, Alabama",125.58,125.11,126.99,126.95,125.8,126.42,127.55,126.81,127.65,16837,16839,17219,17214,17239,17220,17128,17022,16921,2.06999999999998,0.0164835164835163,84,0.00498901229435173
"14",1027,"Clay County, Alabama",120.11,120.34,120.46,120.96,122.13,120.8,121.7,122.34,120.87,9878,9828,9845,9673,9631,9620,9535,9446,9455,0.759999999999991,0.00632753309466315,-423,-0.0428224336910306
"15",1029,"Cleburne County, Alabama",119.64,119.06,121.1,121.96,122.62,123.62,125.05,124.19,125.16,10068,10130,10169,10173,10215,10308,10420,10366,10387,5.51999999999998,0.0461384152457371,319,0.0316845450933651
"16",1031,"Coffee County, Alabama",133.72,134.1,133.87,135.79,135.77,137.22,138.38,138.86,138.04,31465,32426,32909,33409,34017,34363,34464,34614,34736,4.31999999999999,0.0323063116960813,3271,0.103956777371683
"17",1033,"Colbert County, Alabama",130.09,130.07,131.06,132.35,132.88,132.86,134.3,133.48,134.28,37843,37986,37992,37936,37893,38009,38008,38271,38423,4.19000000000003,0.0322084710584982,580,0.0153264804587374
"18",1035,"Conecuh County, Alabama",121.88,121.47,123.33,123.1,122.86,121.7,122.39,123.11,122.47,8797,8917,8822,8930,8959,8930,8905,8808,8772,0.589999999999989,0.00484082704299302,-25,-0.00284187791292486
"19",1037,"Coosa County, Alabama",119.18,122.16,123.71,123.47,123.32,122.89,121.08,121.29,124.24,7740,8169,8115,8153,8136,8218,8022,7907,8117,5.05999999999999,0.0424567880516864,377,0.0487080103359173
"20",1039,"Covington County, Alabama",125.66,125.31,125.6,126.74,127.46,128.49,128.25,128.94,130.13,25284,26024,26167,26210,26292,26478,26470,26492,26416,4.47,0.0355721788954321,1132,0.0447713969308654
"21",1041,"Crenshaw County, Alabama",121.46,121.06,123.8,122.95,124.58,124.37,125.99,125.93,128.16,9387,9548,9499,9477,9536,9527,9548,9551,9588,6.69999999999997,0.0551621933146713,201,0.0214125918823905
"22",1043,"Cullman County, Alabama",125.69,126.95,127.28,128.05,129.27,129.86,129.93,129.81,130.14,55091,54240,54704,54919,55151,55380,55773,56323,56720,4.44999999999999,0.0354045667913119,1629,0.0295692581365377
"23",1045,"Dale County, Alabama",132.15,132.39,132.98,133.29,133.1,133.4,132.97,132.75,133.4,31168,32541,32739,33020,33127,33129,33245,33363,33288,1.25,0.00945894816496406,2120,0.0680184804928131
"24",1047,"Dallas County, Alabama",126.4,127.41,126.78,125.85,127.66,128.44,128.5,128.44,130.31,26972,28045,28046,27909,27847,27699,27453,27038,26849,3.91000000000003,0.0309335443037977,-123,-0.00456028473973009
"25",1049,"DeKalb County, Alabama",117.42,119.02,120.38,119.46,120.42,122.14,121.72,121.78,123.63,45889,46314,46602,46841,46996,47081,47227,47440,47694,6.20999999999999,0.0528870720490546,1805,0.0393340451960165
"26",1051,"Elmore County, Alabama",132.96,134.65,136.42,136.93,137.22,138.1,137.48,138.06,138.29,51068,51758,52547,53090,53571,53964,54452,54950,55278,5.32999999999998,0.0400872442839951,4210,0.0824391008067674
"27",1053,"Escambia County, Alabama",123.46,123.18,123.05,124.43,124.14,125.41,126.54,126.06,127.02,25326,25907,26044,26230,26202,25894,26007,25762,25896,3.55999999999997,0.0288352502834924,570,0.0225065150438285
"28",1055,"Etowah County, Alabama",129.95,130.51,130.35,130.17,130.04,130.64,131.19,131.5,132.66,70407,71016,71240,71383,71477,71636,71591,71696,71745,2.71000000000001,0.0208541746825703,1338,0.0190037922365674
"29",1057,"Fayette County, Alabama",121.22,120.76,122.16,123.71,124.76,126.33,126.5,127.21,127.89,12208,12082,12111,12046,11974,11935,11880,11806,11715,6.66999999999997,0.0550239234449759,-493,-0.0403833551769332
"30",1059,"Franklin County, Alabama",120.17,121,120.98,122.13,121.04,120.65,122.19,123.55,124.2,20632,20876,21052,21054,21058,21162,21075,20928,20734,4.03,0.0335358242489806,102,0.00494377665761923
"31",1061,"Geneva County, Alabama",119.49,119.48,122.34,122.34,122.57,124.05,125.01,124.57,125.52,17922,18274,18459,18737,18779,18733,18762,18805,18666,6.02999999999999,0.0504644740145618,744,0.041513223970539
"32",1063,"Greene County, Alabama",118.8,120.77,121.64,124.38,125.22,124.21,123.46,122.67,123.96,5970,6088,5893,5966,6015,5888,5923,5965,5830,5.16000000000001,0.0434343434343435,-140,-0.0234505862646566
"33",1065,"Hale County, Alabama",119.89,121.88,121.84,123.36,125.49,127.22,127.3,127.91,128.5,11544,10552,10518,10463,10492,10364,10271,10229,10161,8.61,0.0718158311785804,-1383,-0.119802494802495
"34",1067,"Henry County, Alabama",125.85,126.97,127.58,129.43,130.73,130.31,130.04,130.52,131.55,11087,11969,11917,12081,12162,12307,12213,12221,12123,5.70000000000003,0.0452920143027416,1036,0.0934427708126635
"35",1069,"Houston County, Alabama",133.31,132.99,133.38,133.73,134.43,135.06,135.78,136.44,136.93,64880,66161,67244,68215,68997,69723,70274,70773,71238,3.62,0.0271547520816143,6358,0.0979963008631319
"36",1071,"Jackson County, Alabama",121.54,123.15,124.63,124.64,124.73,125.32,125,126.37,127.94,36770,36997,37173,37186,37111,37170,37190,37119,37016,6.40000000000001,0.0526575612966925,246,0.00669023660592875
"37",1073,"Jefferson County, Alabama",142.63,143.53,143.75,144.35,145.27,145.65,146.2,147.08,147.59,441789,436589,437995,439531,441488,443123,444969,446097,447048,4.96000000000001,0.0347752927154176,5259,0.0119038726631944
"38",1075,"Lamar County, Alabama",121.01,121.43,121.85,122.62,122.14,124.69,124.56,125.7,126.85,10182,10283,10238,10226,10164,10112,10017,9998,9938,5.83999999999999,0.0482604743409635,-244,-0.0239638577882538
"39",1077,"Lauderdale County, Alabama",133.71,135.56,135.22,135.59,135.66,136.7,136.65,136.69,137.65,61204,61976,62367,62668,62721,62760,62870,63148,63168,3.93999999999997,0.0294667564131327,1964,0.0320894059211816
"40",1079,"Lawrence County, Alabama",122.38,122.99,125.08,125.41,123.85,124,124.45,123.66,123.57,23233,23169,23290,23274,23299,23411,23292,23427,23370,1.19,0.00972381108024185,137,0.00589678474583566
"41",1081,"Lee County, Alabama",144.63,144.97,145.66,145.99,147.25,148.07,149.46,149.4,150.5,68916,75568,77424,80386,82970,85595,87947,90099,92452,5.87,0.0405863237226025,23536,0.341517209356318
"42",1083,"Limestone County, Alabama",130.1,132.91,133.32,134.11,134.97,136.16,136.32,136.18,137.89,50490,53419,55089,56813,58244,59598,61004,62036,63026,7.78999999999999,0.0598770176787086,12536,0.24828678946326
"43",1085,"Lowndes County, Alabama",123.35,122.75,124.39,125.05,124.92,124.34,125.83,124.5,126.75,8059,7626,7518,7429,7376,7277,7205,7165,7065,3.40000000000001,0.0275638427239563,-994,-0.12334036480953
"44",1087,"Macon County, Alabama",132.59,134,134.41,133.15,133.55,134.47,133.69,134.16,134.98,12710,13185,12918,12915,12719,12609,12382,12414,12280,2.38999999999999,0.0180254921185609,-430,-0.033831628638867
"45",1089,"Madison County, Alabama",150.95,150.68,151.5,152.11,153.05,153.4,153.75,155.06,155.12,206313,212171,216923,221377,225696,229780,233276,236871,239756,4.17000000000002,0.0276250414044387,33443,0.162098365105447
"46",1091,"Marengo County, Alabama",128.37,130.33,130.96,131.85,132.19,131.01,130.65,129.4,130.09,13726,13985,14019,14061,13974,13943,13783,13679,13557,1.71999999999997,0.0133987691828306,-169,-0.0123123998251494
"47",1093,"Marion County, Alabama",120.2,120.25,118.96,120.52,122.9,123.92,126.19,126.98,127.72,20811,21843,21795,21690,21751,21713,21650,21538,21406,7.51999999999998,0.0625623960066554,595,0.0285906491759166
"48",1095,"Marshall County, Alabama",124.92,124.74,125.51,125.6,126.5,127.4,128.19,128.94,130.43,58036,60272,60957,61577,62130,62506,63035,63366,63248,5.51000000000002,0.0441082292667309,5212,0.0898063271073127
"49",1097,"Mobile County, Alabama",134.03,134.1,134.73,135.2,135.7,136.47,136.9,138.02,138.45,260043,263796,265828,267708,269898,271571,273199,274893,275878,4.42000000000002,0.0329776915615908,15835,0.0608937752602454
"50",1099,"Monroe County, Alabama",124.72,123.97,122.89,122.46,123.56,125.88,126.45,126.92,127.4,14882,15390,15296,15359,15282,15093,14913,14893,14794,2.67999999999999,0.0214881334188582,-88,-0.00591318371186668
"51",1101,"Montgomery County, Alabama",144.14,143.9,144.6,144.32,144.56,144.67,144.51,145.27,146.28,141528,145359,145905,146368,146521,147168,147536,150072,149318,2.13999999999996,0.0148466768419589,7790,0.0550421118082641
"52",1103,"Morgan County, Alabama",132.75,131.99,132.46,132.73,133.15,132.92,135.11,134.79,134.58,77272,79297,80051,80903,81263,81509,81977,82033,82094,1.83000000000001,0.0137853107344634,4822,0.0624029402629672
"53",1105,"Perry County, Alabama",121.27,121.89,122.43,121.28,120.76,119.62,125.79,127.32,130.6,6433,6633,6818,6745,6581,6252,6115,5941,5858,9.32999999999998,0.0769357631730847,-575,-0.0893828695787346
"54",1107,"Pickens County, Alabama",123.08,124.33,122.53,122.57,125.01,123.97,124.04,126.03,126.12,13065,13351,13321,13390,13326,13562,13839,14084,14241,3.04000000000001,0.0246993825154372,1176,0.0900114810562572
"55",1109,"Pike County, Alabama",132.67,135.04,135.04,135.48,136.08,136.35,136.32,136.6,138.01,17363,18646,18888,19055,19256,19278,19506,19618,19657,5.34,0.0402502449687194,2294,0.132120025341243
"56",1111,"Randolph County, Alabama",122.94,121.85,121.88,121.8,121.24,122.48,126.06,126.74,127.41,15292,15319,15407,15474,15495,15525,15549,15599,15594,4.47000000000001,0.0363591996095657,302,0.0197488883076118
"57",1113,"Russell County, Alabama",124.23,124.55,125.84,128.17,130,130.09,132.05,132.45,132.41,33317,33442,34126,34948,36064,37235,38172,38568,38710,8.17999999999999,0.065845608951139,5393,0.161869315964823
"58",1115,"St. Clair County, Alabama",128.15,128.21,128.87,129.68,130.58,130.83,131.07,131.81,131.88,52678,54763,56057,57090,57946,58701,59246,60054,60248,3.72999999999999,0.0291065158017947,7570,0.14370325373021
"59",1117,"Shelby County, Alabama",153.21,153.11,153.68,153.94,153.92,154.13,154.47,155.07,156.25,120551,124951,127768,130376,132782,135055,137126,139017,141263,3.04000000000002,0.0198420468637819,20712,0.171811100695971
"60",1119,"Sumter County, Alabama",122.18,123.37,125.2,126.25,125.38,126.63,128.05,131.58,133.02,8218,8634,8489,8408,8272,8268,8128,8278,8244,10.84,0.0887215583565232,26,0.00316378680944269
"61",1121,"Talladega County, Alabama",123.95,124.72,125.38,125.58,127.06,126.59,127.24,127.55,128.25,53902,55620,55670,55822,55967,55951,56114,55993,56103,4.30000000000001,0.0346914078257363,2201,0.0408333642536455
"62",1123,"Tallapoosa County, Alabama",127,127.89,129.71,127.77,129.68,131.46,131.2,131.1,132.7,28238,28734,28875,29016,29019,28921,28908,28910,28609,5.69999999999999,0.0448818897637794,371,0.0131383242439266
"63",1125,"Tuscaloosa County, Alabama",140.69,140.63,140.72,141.3,142.33,143.16,143.42,144.59,145.54,104678,110719,112556,114468,117196,119835,120960,123155,125145,4.84999999999997,0.0344729547231499,20467,0.195523414662107
"64",1127,"Walker County, Alabama",123.19,123.34,123.75,124.37,124.34,124.85,125.37,124.86,125.72,47871,46946,46663,46419,46142,45901,45786,45633,45197,2.52999999999999,0.020537381280948,-2674,-0.0558584529255708
"65",1129,"Washington County, Alabama",120.69,121.59,123.35,123.26,124.01,125.1,124.55,124.77,126.52,11320,11540,11569,11561,11579,11490,11508,11524,11607,5.83000000000001,0.0483055762697822,287,0.0253533568904594
"66",1131,"Wilcox County, Alabama",124.49,119.45,120.49,118.49,121.51,123.25,125.54,125.34,125.59,7697,7676,7621,7593,7499,7466,7399,7441,7242,1.10000000000004,0.00883605108844114,-455,-0.0591139404962973
"67",1133,"Winston County, Alabama",120.75,121.47,122.5,121.71,122.32,123.16,123.54,125.36,126.04,16802,17353,17245,17196,17335,17310,17251,17274,17255,5.28999999999996,0.0438095238095235,453,0.0269610760623735
"68",2013,"Aleutians East Borough, Alaska",117.1,113.51,125.91,122.99,120.41,122.96,125.15,125.39,127.47,2241,3017,2465,2429,2458,2544,2520,2545,2555,10.37,0.0885567890691717,314,0.140116019634092
"69",2016,"Aleutians West Census Area, Alaska",117.67,114.9,122.43,124.56,127.42,130.42,128.67,131.46,131.84,4338,5058,4236,4032,4065,4084,3908,4153,4147,14.17,0.120421517804028,-191,-0.0440295066851083
"70",2020,"Anchorage Municipality, Alaska",148.35,149.18,148.83,149.17,149.21,149.52,149.53,150.66,150.96,173024,177161,180063,183298,185891,188115,189300,191431,192310,2.60999999999999,0.0175935288169868,19286,0.111464305529869
"71",2050,"Bethel Census Area, Alaska",124.28,123.96,123.3,123.92,123.25,124.07,123.37,124.28,125.14,8860,8617,8782,8911,9063,9253,9444,9503,9578,0.859999999999971,0.0069198583842933,718,0.081038374717833
"72",2060,"Bristol Bay Borough, Alaska",130.58,132.82,137.44,136.9,138.2,138.44,137.95,136.93,137.23,408,636,695,621,618,668,649,649,650,6.65000000000001,0.0509266350130189,242,0.593137254901961
"73",2068,"Denali Borough, Alaska",143.58,145.48,139.99,140.94,141.8,143.65,150.42,153.52,159.48,1187,843,1304,1382,1390,1412,1383,1503,1590,15.9000000000001,0.110739657333891,403,0.339511373209773
"74",2070,"Dillingham Census Area, Alaska",132.43,131.5,131.19,130.33,130.73,129.72,130.63,132.5,132.52,2755,2648,2676,2683,2725,2755,2829,2824,2876,0.0900000000000318,0.000679604319263247,121,0.0439201451905626
"75",2090,"Fairbanks North Star Borough, Alaska",145.19,146,145.99,147.28,147.45,148.54,150.04,151.42,151.21,56188,56644,58069,59076,59985,60377,60737,61221,61853,6.02000000000001,0.0414629106687789,5665,0.100822239624119
"76",2100,"Haines Borough, Alaska",150.52,149.46,148.34,148.8,147.27,147.46,152.05,155.71,151.86,1753,1198,1869,1833,1948,1876,1934,1847,1867,1.34000000000003,0.008902471432368,114,0.065031374786081
"77",2105,"Hoonah-Angoon Census Area, Alaska",138.58,143.13,143.49,141.61,142.68,145.32,142.55,140.64,138.22,1530,1603,1577,1631,1578,1611,1615,1579,1651,-0.360000000000014,-0.00259777745706461,121,0.0790849673202614
"78",2110,"Juneau City and Borough, Alaska",152.28,151.82,154.04,153.73,154.24,154.52,154.96,156.21,156.76,20224,20611,20975,21358,21633,21948,22269,22288,22346,4.48000000000002,0.0294194904123983,2122,0.104924841772152
"79",2122,"Kenai Peninsula Borough, Alaska",139.4,140.81,141.18,141.4,141.77,141.6,141.57,142.38,142.71,34915,36285,37142,37786,38242,38636,39037,39538,39960,3.31,0.0237446197991392,5045,0.144493770585708
"80",2130,"Ketchikan Gateway Borough, Alaska",142.39,142.38,142.78,141.92,143.24,141.89,141.53,141.6,141.95,8661,8902,8992,9088,9199,9258,9320,9428,9514,-0.439999999999998,-0.00309010464217991,853,0.0984874725782242
"81",2150,"Kodiak Island Borough, Alaska",135.73,136.6,140.76,141.48,136.93,138.46,139.79,140.7,139.41,7760,8006,7998,8191,8364,8480,8536,8998,8968,3.68000000000001,0.0271126501141974,1208,0.155670103092784
"82",2164,"Lake and Peninsula Borough, Alaska",127.88,124.67,134.84,132.48,132.1,128.72,129.16,128.09,131.64,694,746,877,845,801,832,858,835,789,3.75999999999998,0.0294025649045979,95,0.136887608069164
"83",2170,"Matanuska-Susitna Borough, Alaska",138.16,139.39,139.72,139.81,139.93,139.74,139.93,139.62,139.53,50586,52158,54289,56077,57480,59136,60694,62756,64554,1.37,0.00991603937463813,13968,0.276123828727316
"84",2180,"Nome Census Area, Alaska",127.65,128.04,128.15,128.33,130.44,128.8,128.78,128.93,129.26,4989,5015,5132,5185,5258,5349,5391,5406,5443,1.61000000000003,0.0126126126126128,454,0.0910002004409701
"85",2185,"North Slope Borough, Alaska",131.88,124.67,132.38,134.49,131.5,130.88,131.91,131.65,132.16,3540,4626,5091,5911,6073,6247,6283,6318,6490,0.280000000000001,0.00212314225053079,2950,0.833333333333333
"86",2188,"Northwest Arctic Borough, Alaska",124.57,125.37,124.77,124.24,124.24,125.54,123.94,123.94,124.38,3757,3827,3873,3897,3918,3981,4025,4042,4095,-0.189999999999998,-0.0015252468491611,338,0.0899653979238754
"87",2195,"Petersburg Census Area, Alaska",143.28,145.2,142.79,144.18,144.81,NA,NA,NA,NA,2687,2707,2714,2704,2696,2268,2172,2115,2179,NA,NA,-508,-0.189058429475251
"88",2198,"Prince of Wales-Hyder Census Area, Alaska",133.42,135.01,133.79,134.28,134.24,134.78,133.83,134.53,135.27,3628,3681,3657,3748,3817,4285,4300,4325,4455,1.84999999999997,0.0138659871083793,827,0.227949283351709
"89",2220,"Sitka City and Borough, Alaska",145.31,147.03,152.11,150.13,150.47,149.27,149.14,149.96,150.62,5849,5931,5893,6040,6092,6169,6173,6296,6168,5.31,0.0365425641731471,319,0.0545392374764917
"90",2230,"Skagway Municipality, Alaska",148.15,149.19,145.96,140.07,142.04,150.17,151.51,149.46,146.31,691,722,793,783,797,731,792,807,829,-1.83999999999997,-0.0124198447519404,138,0.199710564399421
"91",2240,"Southeast Fairbanks Census Area, Alaska",134.12,137.65,138.79,140.02,141.64,139.08,137.44,138.04,138.81,4022,4309,4381,4479,4524,4469,4450,4495,4473,4.69,0.0349686847599165,451,0.112133267031328
"92",2261,"Valdez-Cordova Census Area, Alaska",139.9,142.29,143.31,141.51,141.56,141.43,145.4,145.99,149.65,6141,6359,6368,6461,6523,6472,6324,6265,6392,9.74999999999997,0.0696926375982843,251,0.0408728220159583
"93",2270,"Wade Hampton Census Area, Alaska",119.62,116.77,117.02,117.46,117.58,117.23,NA,NA,NA,3413,3256,3305,3348,3424,3529,NA,NA,NA,NA,NA,NA,NA
"94",2275,"Wrangell City and Borough, Alaska",133.83,133.14,135.41,137.5,133.54,134.63,136.55,136.36,136.99,1409,1533,1598,1767,1806,1881,1818,1767,1857,3.16000000000003,0.0236120451318839,448,0.317955997161107
"95",2282,"Yakutat City and Borough, Alaska",135.85,134.32,143.38,145.82,139.38,136.81,134.52,136.9,135.78,259,390,500,430,396,429,438,451,480,-0.0699999999999932,-0.000515274199484676,221,0.853281853281853
"96",2290,"Yukon-Koyukuk Census Area, Alaska",124.83,124.76,123.51,123.23,122.54,124.03,125.39,126.49,128.19,3549,3490,3491,3549,3537,3524,3543,3541,3450,3.36,0.0269166065849555,-99,-0.0278951817413356
"97",4001,"Apache County, Arizona",117.26,118.84,119.61,120.77,121.16,121.37,122.49,123.53,123.81,38737,40189,40874,41544,42349,42767,43194,43657,43766,6.55000000000001,0.0558587753709706,5029,0.129824199086145
"98",4003,"Cochise County, Arizona",136.29,136.33,137.05,137.41,137.87,138.52,138.68,138.94,140.08,83977,87126,88249,88805,89013,88904,88549,88171,87509,3.78999999999999,0.0278083498422481,3532,0.0420591352394108
"99",4005,"Coconino County, Arizona",144.31,145.42,145.98,145.76,146.47,147.8,148.9,149.59,150.95,70600,76643,77350,78132,78523,79300,79562,80322,80822,6.63999999999999,0.0460120573764811,10222,0.144787535410765
"100",4007,"Gila County, Arizona",130.86,131.98,132.11,132.98,133.23,133.61,133.61,134.56,136,36100,37756,37949,38365,38494,38319,38397,38557,38632,5.13999999999999,0.0392786183707778,2532,0.0701385041551247
"101",4009,"Graham County, Arizona",129.31,129.03,130.3,129.73,129.11,130.45,130.21,130.59,131.67,20959,21508,21728,22181,22324,22527,22786,22996,23350,2.36000000000001,0.018250715335241,2391,0.114079870222816
"102",4011,"Greenlee County, Arizona",130.52,132,128.56,129.6,127.97,128.09,127.89,129.73,130.64,4823,5235,5386,5347,5354,5574,5648,5772,5834,0.119999999999976,0.000919399325773645,1011,0.209620568111134
"103",4012,"La Paz County, Arizona",121.01,121.6,121.98,121.58,120.45,123,122.42,122.08,123.67,15147,15848,15873,15871,15967,15618,15508,15369,15536,2.66000000000001,0.0219816544087266,389,0.0256816531326335
"104",4013,"Maricopa County, Arizona",140.76,142.46,142.26,142.77,143.47,143.51,144.23,144.74,145.1,2444612,2376039,2413770,2451398,2497802,2550592,2612345,2672410,2730613,4.34,0.0308326229042342,286001,0.116992389794372
"105",4015,"Mohave County, Arizona",128.99,128.83,129.34,129.44,129.04,129.05,128.77,128.64,129.48,137205,143120,144895,145864,147081,148797,150498,151909,153930,0.489999999999981,0.0037987440886889,16725,0.121897890018585
"106",4017,"Navajo County, Arizona",127.28,128.98,129.12,129.39,129.32,129.27,130,129.54,130.71,64653,63894,64700,65234,65802,66359,67160,68065,68236,3.43000000000001,0.026948460087995,3583,0.0554189287426724
"107",4019,"Pima County, Arizona",143.16,144.39,144.52,144.51,144.69,145.04,145.63,146.17,147.06,658768,635425,643018,649597,650440,654497,658596,662883,666989,3.90000000000001,0.0272422464375524,8221,0.0124793554028125
"108",4021,"Pinal County, Arizona",132.63,133.05,133.54,133.54,133.61,133.64,133.83,134.46,134.48,194447,217683,231765,243196,250120,258629,261865,269816,276364,1.84999999999999,0.0139485787529216,81917,0.421281891723709
"109",4023,"Santa Cruz County, Arizona",122.31,123.39,124.47,125.78,126.82,128.94,129.2,130.49,130.88,25152,27905,28175,28522,28729,29027,29062,28782,28877,8.56999999999999,0.070067860354836,3725,0.148099554707379
"110",4025,"Yavapai County, Arizona",140.83,141.39,141.47,141.73,141.99,142.31,142.86,143.32,143.01,153206,153129,155103,156277,157797,160107,162724,165655,168134,2.18000000000001,0.0154796563232266,14928,0.0974374371760897
"111",4027,"Yuma County, Arizona",120.88,121.68,122.58,122.4,122.79,122.61,123.03,122.81,123.25,113965,116138,118379,119622,121399,123759,125410,126271,127583,2.37000000000002,0.0196062210456653,13618,0.119492826745053
"112",5001,"Arkansas County, Arkansas",125.15,127.1,127.02,127.51,127.28,128.22,126.62,128.61,128.67,13115,13202,13122,13162,13176,13042,12947,12745,12722,3.51999999999998,0.0281262485017977,-393,-0.0299656881433473
"113",5003,"Ashley County, Arkansas",126.95,127.1,126.68,128.61,127.95,128.03,128.72,128.71,128.14,14923,14869,14853,14739,14671,14635,14457,14337,14166,1.19,0.00937376920047261,-757,-0.0507270656034309
"114",5005,"Baxter County, Arkansas",128.68,130.11,131.06,132.23,132.7,133.19,133.98,134.23,135.03,31269,31371,31436,31437,31352,31340,31405,31435,31590,6.34999999999999,0.0493472179048803,321,0.0102657584188813
"115",5007,"Benton County, Arkansas",136.39,137.81,139.27,140.04,140.4,141.94,142.7,143.2,144.25,134966,133625,137940,141788,145847,149968,154240,158777,163405,7.85999999999999,0.0576288584207052,28439,0.210712327549161
"116",5009,"Boone County, Arkansas",129.3,128.98,129.65,130.83,130.86,130.74,131.1,131.07,132.32,24976,25086,25416,25620,25733,25810,25902,26136,25897,3.01999999999998,0.0233565351894817,921,0.036875400384369
"117",5011,"Bradley County, Arkansas",110.02,117.49,120.84,121.55,122.52,124.89,126.04,127.1,127.73,8452,8213,7925,7763,7755,7709,7649,7582,7530,17.71,0.160970732594074,-922,-0.109086606720303
"118",5013,"Calhoun County, Arkansas",123.13,119.47,120.35,120.5,121.47,124.94,125.09,127,127.99,3661,3805,3784,3811,3821,3770,3736,3704,3719,4.85999999999999,0.0394704783562088,58,0.0158426659382682
"119",5015,"Carroll County, Arkansas",125.4,128.57,129.07,129.67,130.97,130.9,130.36,131.86,134.19,18945,18970,19148,19203,19294,19502,19373,19478,19549,8.79000000000001,0.0700956937799044,604,0.0318817629981525
"120",5017,"Chicot County, Arkansas",118.6,120.2,120.79,122.52,122.15,123.04,123.68,126.03,126.31,8217,8167,8112,8067,7959,7886,7815,7728,7711,7.71000000000001,0.0650084317032041,-506,-0.0615796519410977
"121",5019,"Clark County, Arkansas",132.59,134.82,136.87,136.79,137.25,137.48,139.44,139.9,141.98,13020,13428,13360,13429,13342,13292,13182,13141,13186,9.39000000000004,0.0708198204992838,166,0.0127496159754224
"122",5021,"Clay County, Arkansas",118.15,117.72,119.4,120.73,120.69,120.9,122.54,123.58,123.25,11404,11410,11308,11248,11125,11044,10922,10812,10667,5.09999999999999,0.0431654676258992,-737,-0.0646264468607506
"123",5023,"Cleburne County, Arkansas",126.53,127.26,129.79,130.95,131.4,131.91,131.7,130.44,131.16,18396,18769,18873,18981,18945,18878,18855,18821,18802,4.63000000000001,0.0365921125424801,406,0.0220700152207002
"124",5025,"Cleveland County, Arkansas",127.82,128.25,128.62,128.59,128.13,129.37,130.07,130.97,132.82,5782,5866,5882,5859,5914,5832,5778,5760,5735,5.00000000000001,0.0391175089970272,-47,-0.00812867519889312
"125",5027,"Columbia County, Arkansas",133.99,135.11,135.28,134.23,135.45,135.42,134.35,135.46,135.2,15705,15618,15312,15364,15253,15088,15036,15040,14863,1.21000000000004,0.00903052466602012,-842,-0.0536134988857052
"126",5029,"Conway County, Arkansas",127.1,127.23,128.09,128.49,129.38,131.57,131.36,131.66,131.02,13791,14106,14224,14297,14397,14489,14483,14516,14496,3.92000000000002,0.030841856805665,705,0.0511202958451164
